train_loss,train_psnr,train_mse,val_loss,val_psnr,val_mse
0.08600958843016997,24.523895263671875,0.0038170330226421356,0.05989410625770688,26.823028564453125,0.002989900065585971
0.05561105966335163,26.087308883666992,0.0025619256775826216,0.05484465840272605,27.302032470703125,0.0026732112746685743
0.05259264865890145,26.415552139282227,0.0023835189640522003,0.0523560743778944,27.535032272338867,0.0025148687418550253
0.05102006001397967,26.576196670532227,0.0022906980011612177,0.05068608575966209,27.748239517211914,0.00240925420075655
0.05008439135854133,26.683927536010742,0.002235166262835264,0.049840386607684195,27.875715255737305,0.002342474414035678
0.04928999895928428,26.7587890625,0.0021937815472483635,0.049184711463749406,28.017969131469727,0.0022932887077331543
0.048689012159593405,26.818069458007812,0.0021585982758551836,0.04889712780714035,28.017908096313477,0.0022711853962391615
0.04825713539030403,26.89398765563965,0.002133701229467988,0.0485327058006078,28.09091567993164,0.002258234890177846
0.047925341397058216,26.940906524658203,0.0021123376209288836,0.04828828925965354,28.095678329467773,0.0022409369703382254
0.047524988930672404,26.979156494140625,0.0020915232598781586,0.04763188789365813,28.185026168823242,0.0022104771342128515
